Country,Date,Event,Event Type
Sweden,2020-01-01,Public campaign [0]: no measures,Public campaign
Sweden,2020-01-01,Public events [0]: no measures,Public events
Sweden,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Sweden,2020-01-01,Public transport [0]: no measures,Public transport
Sweden,2020-01-01,School closure [0]: no measures,School closure
Sweden,2020-01-01,Stay at home [0]: no measures,Stay at home
Sweden,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Sweden,2020-03-09,Public campaign [2]: coordinated public information campaign,Public campaign
Sweden,2020-03-12,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Sweden,2020-03-18,School closure [1]: recommended closing,School closure
Sweden,2020-03-19,International travel [3]: Ban on high-risk regions,International travel
Sweden,2020-03-25,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Sweden,2020-03-29,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Sweden,2020-04-01,Public events [1]: recommended cancellation,Public events
Sweden,2020-04-04,Internal movement [1]: recommended refrain,Internal movement
Sweden,2020-06-13,Internal movement [0]: no measures,Internal movement
Sweden,2020-07-31,School closure [0]: no measures,School closure
Switzerland,2020-01-01,International travel [0]: no measures,International travel
Switzerland,2020-01-01,Public campaign [0]: no measures,Public campaign
Switzerland,2020-01-01,Public events [0]: no measures,Public events
Switzerland,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Switzerland,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Switzerland,2020-02-25,Public events [2]: required cancellation,Public events
Switzerland,2020-02-27,Public campaign [1]: public officials urging caution,Public campaign
Switzerland,2020-02-28,Public gatherings [1]: restrictions above 1000 people,Public gatherings
Switzerland,2020-03-03,Public campaign [2]: coordinated public information campaign,Public campaign
Switzerland,2020-03-13,International travel [3]: Ban on high-risk regions,International travel
Switzerland,2020-03-13,School closure [3]: required closing for all,School closure
Switzerland,2020-03-17,Internal movement [1]: recommended refrain,Internal movement
Switzerland,2020-03-17,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Switzerland,2020-03-17,Stay at home [1]: recommended,Stay at home
Switzerland,2020-03-17,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Switzerland,2020-04-27,Workplace closure [2]: required closing for some,Workplace closure
Switzerland,2020-05-11,School closure [2]: required closing for some,School closure
Switzerland,2020-05-30,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Switzerland,2020-06-06,Internal movement [0]: no measures,Internal movement
Switzerland,2020-06-06,School closure [1]: recommended closing,School closure
Switzerland,2020-06-06,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Switzerland,2020-06-22,Public gatherings [1]: restrictions above 1000 people,Public gatherings
Switzerland,2020-06-22,Stay at home [0]: no measures,Stay at home
Switzerland,2020-07-03,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Switzerland,2020-07-31,Workplace closure [2]: required closing for some,Workplace closure
Switzerland,2020-09-01,School closure [0]: no measures,School closure
Switzerland,2020-10-10,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Switzerland,2020-10-10,Public events [1]: recommended cancellation,Public events
Switzerland,2020-10-10,School closure [1]: recommended closing,School closure
Syria,2020-01-01,International travel [0]: no measures,International travel
Syria,2020-01-01,Public campaign [0]: no measures,Public campaign
Syria,2020-01-01,Public events [0]: no measures,Public events
Syria,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Syria,2020-01-01,School closure [0]: no measures,School closure
Syria,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Syria,2020-02-01,International travel [1]: screening,International travel
Syria,2020-03-08,International travel [3]: Ban on high-risk regions,International travel
Syria,2020-03-08,Public campaign [2]: coordinated public information campaign,Public campaign
Syria,2020-03-13,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Syria,2020-03-14,School closure [3]: required closing for all,School closure
Syria,2020-03-15,Public events [1]: recommended cancellation,Public events
Syria,2020-03-16,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Syria,2020-03-20,Internal movement [1]: recommended refrain,Internal movement
Syria,2020-03-22,Public events [2]: required cancellation,Public events
Syria,2020-03-22,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Syria,2020-03-23,Public transport [2]: required closure,Public transport
Syria,2020-03-25,Internal movement [2]: required restriction,Internal movement
Syria,2020-04-17,Stay at home [2]: required with exception,Stay at home
Syria,2020-04-23,Workplace closure [2]: required closing for some,Workplace closure
Syria,2020-05-25,Public transport [0]: no measures,Public transport
Syria,2020-05-25,Stay at home [1]: recommended,Stay at home
Syria,2020-05-26,Internal movement [0]: no measures,Internal movement
Syria,2020-08-11,School closure [2]: required closing for some,School closure
Syria,2020-08-31,School closure [3]: required closing for all,School closure
Syria,2020-09-13,School closure [1]: recommended closing,School closure
Syria,2020-10-03,Public events [1]: recommended cancellation,Public events
Syria,2020-10-03,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Syria,2020-10-03,School closure [2]: required closing for some,School closure
Syria,2020-10-03,Stay at home [0]: no measures,Stay at home
Taiwan,2020-01-01,International travel [1]: screening,International travel
Taiwan,2020-01-01,Public campaign [0]: no measures,Public campaign
Taiwan,2020-01-01,Public events [0]: no measures,Public events
Taiwan,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Taiwan,2020-01-01,School closure [0]: no measures,School closure
Taiwan,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Taiwan,2020-01-02,Public campaign [1]: public officials urging caution,Public campaign
Taiwan,2020-01-20,Public campaign [2]: coordinated public information campaign,Public campaign
Taiwan,2020-01-23,International travel [3]: Ban on high-risk regions,International travel
Taiwan,2020-02-02,School closure [3]: required closing for all,School closure
Taiwan,2020-02-25,School closure [0]: no measures,School closure
Taiwan,2020-03-05,Public events [1]: recommended cancellation,Public events
Taiwan,2020-03-19,International travel [4]: Total border closure,International travel
Taiwan,2020-05-08,Public events [0]: no measures,Public events
Taiwan,2020-06-22,International travel [3]: Ban on high-risk regions,International travel
Tajikistan,2020-01-01,International travel [0]: no measures,International travel
Tajikistan,2020-01-01,Public campaign [0]: no measures,Public campaign
Tajikistan,2020-01-21,Public campaign [1]: public officials urging caution,Public campaign
Tajikistan,2020-02-03,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Tajikistan,2020-03-03,International travel [3]: Ban on high-risk regions,International travel
Tajikistan,2020-03-18,Public campaign [2]: coordinated public information campaign,Public campaign
Tajikistan,2020-04-10,International travel [4]: Total border closure,International travel
Tajikistan,2020-04-18,Public events [2]: required cancellation,Public events
Tajikistan,2020-04-25,Workplace closure [2]: required closing for some,Workplace closure
Tajikistan,2020-04-27,School closure [2]: required closing for some,School closure
Tajikistan,2020-05-09,Stay at home [2]: required with exception,Stay at home
Tajikistan,2020-05-12,Stay at home [1]: recommended,Stay at home
Tajikistan,2020-06-03,Internal movement [1]: recommended refrain,Internal movement
Tajikistan,2020-06-03,Public transport [2]: required closure,Public transport
Tajikistan,2020-06-15,Internal movement [2]: required restriction,Internal movement
Tajikistan,2020-06-15,Stay at home [0]: no measures,Stay at home
Tajikistan,2020-06-20,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Tajikistan,2020-07-01,International travel [3]: Ban on high-risk regions,International travel
Tajikistan,2020-07-16,Internal movement [1]: recommended refrain,Internal movement
Tajikistan,2020-07-16,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Tajikistan,2020-07-24,Stay at home [1]: recommended,Stay at home
Tajikistan,2020-07-24,Workplace closure [0]: no measures,Workplace closure
Tajikistan,2020-08-07,Stay at home [0]: no measures,Stay at home
Tajikistan,2020-08-17,School closure [0]: no measures,School closure
Tajikistan,2020-08-28,Public transport [0]: no measures,Public transport
Tajikistan,2020-09-08,Internal movement [0]: no measures,Internal movement
Tajikistan,2020-09-08,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Tajikistan,2020-09-29,International travel [3]: Ban on high-risk regions,International travel
Tanzania,2020-01-01,International travel [0]: no measures,International travel
Tanzania,2020-01-01,Public campaign [0]: no measures,Public campaign
Tanzania,2020-01-01,Public events [0]: no measures,Public events
Tanzania,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Tanzania,2020-01-30,International travel [1]: screening,International travel
Tanzania,2020-03-15,International travel [3]: Ban on high-risk regions,International travel
Tanzania,2020-03-17,Public events [2]: required cancellation,Public events
Tanzania,2020-03-17,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Tanzania,2020-03-17,School closure [2]: required closing for some,School closure
Tanzania,2020-03-18,School closure [3]: required closing for all,School closure
Tanzania,2020-03-26,Public campaign [2]: coordinated public information campaign,Public campaign
Tanzania,2020-04-12,International travel [4]: Total border closure,International travel
Tanzania,2020-05-18,International travel [0]: no measures,International travel
Tanzania,2020-06-01,Public events [1]: recommended cancellation,Public events
